,state,keyword,corr_case,corr_death
813,Kansas, AMC Stock,-0.03668053069155883,0.06419046563988436
814,Louisiana, AMC Stock,-0.0185495676638395,-0.014140176336680656
815,Maine, AMC Stock,0.07181468529724531,0.19056530204191865
816,Montana, AMC Stock,-0.09950152149891549,0.0018953111770810057
817,Nebraska, AMC Stock,-0.09799965306784568,-0.089098603102789
818,New Hampshire, AMC Stock,0.013953195335393546,0.08535434369846606
819,New Jersey, AMC Stock,0.0041892113106696575,-0.08148819405049285
820,New Mexico, AMC Stock,-0.0646449836473249,0.15312325977064498
821,Maryland, AMC Stock,-0.024979382170986813,0.14284386486023617
822,Massachusetts, AMC Stock,0.0025965886207379523,-0.03621619094676044
823,Michigan, AMC Stock,-0.060451305393031084,-0.025662519685531317
824,North Carolina, AMC Stock,0.018297231936502904,0.1600821034727964
825,North Dakota, AMC Stock,-0.17851893861267956,-0.15902553558234148
826,Ohio, AMC Stock,-0.029252808888166327,-0.009349847490315581
827,Oklahoma, AMC Stock,0.0029497687982794588,0.1316088151483311
828,Mississippi, AMC Stock,0.013957755134490726,0.06972803911194507
829,Missouri, AMC Stock,-0.056877935995357086,0.045828907586332776
830,Pennsylvania, AMC Stock,-0.014218605904047884,0.1381247462455841
831,South Carolina, AMC Stock,0.04025978489612429,0.10381779085789551
832,South Dakota, AMC Stock,-0.152977754258411,-0.045033418241521815
833,Tennessee, AMC Stock,-0.044699177565485526,0.060717184261617194
834,Utah, AMC Stock,-0.0461427942331597,0.11181631183334068
835,Vermont, AMC Stock,-0.00257291301524548,-0.03701518451130681
836,Virginia, AMC Stock,0.040425010431616684,0.1353968476522391
837,Washington, AMC Stock,-0.023956953936386822,0.055177989687143464
838,Wisconsin, AMC Stock,-0.09362790889953543,0.05650630009323965
839,Wyoming, AMC Stock,-0.07910024815491055,0.04194078560751799
840,Minnesota, AMC Stock,-0.12532198522797316,-0.07635788421424759
841,Texas, AMC Stock,0.03307473854528833,0.17244294542373229
842,West Virginia, AMC Stock,0.0101068123916868,0.1319707155874749
843,Rhode Island, AMC Stock,-0.04240688189626052,-0.0230257722544784
844,Oregon, AMC Stock,-0.016633969107012907,0.09346637239651234
845,New York, AMC Stock,0.011856450924001519,-0.04584116352313366
846,Nevada, AMC Stock,-0.03673275608935894,0.16808901851191907
847,Illinois, AMC Stock,-0.07055586167491476,-0.04276252997037449
848,Florida, AMC Stock,-0.002099598795038352,0.09698300475958209
849,Kentucky, AMC Stock,0.013654843624482289,0.19069746901425405
850,Alabama, Stimulus Check,-0.1561253995650498,0.06371183487633773
851,Alaska, Stimulus Check,-0.2515780657689695,-0.1826427492588828
852,Arizona, Stimulus Check,-0.0846237287924021,0.15516433573252464
853,Arkansas, Stimulus Check,-0.14366781410076476,-0.041491382203492404
854,California, Stimulus Check,-0.039235968235833286,0.3171401868874759
855,Colorado, Stimulus Check,-0.17483666870453776,0.15687291831053804
856,Connecticut, Stimulus Check,-0.028937575145102843,0.4327621039387956
857,Delaware, Stimulus Check,-0.08841785928820656,0.3098077050186054
858,Georgia, Stimulus Check,-0.09023467146187122,0.02308476221879029
859,Hawaii, Stimulus Check,-0.22986718143096022,-0.28948069369612545
860,Idaho, Stimulus Check,-0.20515136900071612,-0.1661055638756761
861,Indiana, Stimulus Check,-0.14987400181861169,0.13991789184651476
862,Iowa, Stimulus Check,-0.22263425738107012,0.20757804756962678
863,Kansas, Stimulus Check,-0.17741653811867625,0.16141744842290143
864,Louisiana, Stimulus Check,-0.12402522791878869,0.35538858094471937
865,Maine, Stimulus Check,-0.21486720103419832,-0.04281834548906118
866,Montana, Stimulus Check,-0.2621412913488348,-0.14901384059480322
867,Nebraska, Stimulus Check,-0.18444759187270388,0.0018418144132556096
868,New Hampshire, Stimulus Check,-0.15176892625247357,0.09861085427737018
869,New Jersey, Stimulus Check,-0.015426331512806363,0.5507981720495985
870,New Mexico, Stimulus Check,-0.1867219990022034,0.13928640535125714
871,Maryland, Stimulus Check,-0.06773348469035768,0.21860146191078794
872,Massachusetts, Stimulus Check,-0.05209251406829201,0.39362251421756483
873,Michigan, Stimulus Check,-0.22555136667349363,0.15958960960488894
874,North Carolina, Stimulus Check,-0.12876956330369546,0.09178321790416781
875,North Dakota, Stimulus Check,-0.2871414283559198,-0.034738100788154355
876,Ohio, Stimulus Check,-0.1397731721284379,0.05930277261856749
877,Oklahoma, Stimulus Check,-0.11451756078617292,-0.09701798821566425
878,Mississippi, Stimulus Check,-0.14997500099994313,0.09066190274189942
879,Missouri, Stimulus Check,-0.19869275507114534,0.0036599205009102223
880,Pennsylvania, Stimulus Check,-0.0957932811018465,0.2086405192564194
881,South Carolina, Stimulus Check,-0.13180103615237818,0.003274117485784953
882,South Dakota, Stimulus Check,-0.19649331759703115,0.11153065567977287
883,Tennessee, Stimulus Check,-0.10476033249405159,-0.037177591940717056
884,Utah, Stimulus Check,-0.13327734144468809,0.04397332686324256
885,Vermont, Stimulus Check,-0.2035265686383612,0.02184764012408175
886,Virginia, Stimulus Check,-0.10828037792069571,0.3021665732585669
887,Washington, Stimulus Check,-0.2128621540317617,-0.0019139426108277038
888,Wisconsin, Stimulus Check,-0.22169224017728242,0.057296701715022026
889,Wyoming, Stimulus Check,-0.2659645200134307,-0.1308572240114671
890,Minnesota, Stimulus Check,-0.2527585402463176,0.07087742273053269
891,Texas, Stimulus Check,-0.08232641651167906,0.10203995448607386
892,West Virginia, Stimulus Check,-0.23317959515656114,-0.08698933694672437
893,Rhode Island, Stimulus Check,-0.0897645036181827,0.4200992439268789
894,Oregon, Stimulus Check,-0.25506707812430635,-0.16713228321232101
895,New York, Stimulus Check,-0.019834750191684833,0.5947350735407643
896,Nevada, Stimulus Check,-0.10761583287021158,0.08142478135925746
897,Illinois, Stimulus Check,-0.13450366876795727,0.2680924498117194
898,Florida, Stimulus Check,-0.1547567826271713,-0.11005664118004184
899,Kentucky, Stimulus Check,-0.22987030456724467,-0.05015184884459389
900,Alabama, Georgia Senate Race,0.06871667539662048,0.006753562528587582
901,Alaska, Georgia Senate Race,0.07013005041116835,0.04359158151077211
902,Arizona, Georgia Senate Race,0.12511947418179545,0.06939407304025284
903,Arkansas, Georgia Senate Race,0.11586842750023639,0.33046207094791485
904,California, Georgia Senate Race,0.14138481661535465,0.042270151589782035
905,Colorado, Georgia Senate Race,0.1402136055653138,0.3685851273240328
906,Connecticut, Georgia Senate Race,0.08349872331548013,0.05095386847270921
907,Delaware, Georgia Senate Race,0.0417983905243674,0.15882853992680543
908,Georgia, Georgia Senate Race,-0.015268340721859822,-0.06950347655493534
909,Hawaii, Georgia Senate Race,-0.07070126654186427,-0.04904968563754865
910,Idaho, Georgia Senate Race,0.34148091432084765,0.32067594681861594
911,Indiana, Georgia Senate Race,0.24016386126088463,0.42241038147213444
912,Iowa, Georgia Senate Race,0.29440175296839755,0.5069502943648113
913,Kansas, Georgia Senate Race,0.18859877174096207,0.4164605034911954
914,Louisiana, Georgia Senate Race,0.04417213764171306,0.08134248993974517
915,Maine, Georgia Senate Race,-0.028991488611778183,-0.007081359536869352
916,Montana, Georgia Senate Race,0.30129112155796195,0.38229427825268336
917,Nebraska, Georgia Senate Race,0.24239607678164346,0.34100294749562354
918,New Hampshire, Georgia Senate Race,0.06085239058445927,0.12276801123738787
919,New Jersey, Georgia Senate Race,0.0189615005769934,-0.05311897579187217
920,New Mexico, Georgia Senate Race,0.16209423079839108,0.29015133574813384
921,Maryland, Georgia Senate Race,0.05874723093054499,0.12480576739431384
922,Massachusetts, Georgia Senate Race,0.05799785378026984,0.04062923492277063
923,Michigan, Georgia Senate Race,0.08330539753487583,0.2296865864806044
924,North Carolina, Georgia Senate Race,0.01787223659068709,0.09312667433553694
925,North Dakota, Georgia Senate Race,0.27783010285328613,0.6239208280902885
926,Ohio, Georgia Senate Race,0.13129070569154022,0.2946026346305657
927,Oklahoma, Georgia Senate Race,0.14219327018996916,-0.015590323841664254
928,Mississippi, Georgia Senate Race,0.12931781112233454,0.2230232983949477
929,Missouri, Georgia Senate Race,0.1963204783852127,0.2200770893085635
930,Pennsylvania, Georgia Senate Race,0.12684328021755661,0.22488595414467108
931,South Carolina, Georgia Senate Race,-0.004346457585952814,0.014990352186306705
932,South Dakota, Georgia Senate Race,0.35714830451816554,0.6802106698411032
933,Tennessee, Georgia Senate Race,0.17529192482728842,0.16990284741835185
934,Utah, Georgia Senate Race,0.20099610322409095,0.27229429021289
935,Vermont, Georgia Senate Race,-0.07995863535707709,0.019434035731798013
936,Virginia, Georgia Senate Race,0.02377218192062853,-0.026173296164732542
937,Washington, Georgia Senate Race,-0.0032245750328583097,-0.00472415911709093
938,Wisconsin, Georgia Senate Race,0.20887997584658546,0.5105239160573555
939,Wyoming, Georgia Senate Race,0.1710300377090906,0.16882499533449424
940,Minnesota, Georgia Senate Race,0.16180754722636284,0.4392769556932668
941,Texas, Georgia Senate Race,0.09227607910405318,0.09647946911292303
942,West Virginia, Georgia Senate Race,0.075444520717963,0.14168272202021864
943,Rhode Island, Georgia Senate Race,0.15434381372351727,0.3749455556689387
944,Oregon, Georgia Senate Race,0.013618496163416746,0.15588942693083752
945,New York, Georgia Senate Race,0.009534777906678008,-0.03696625867893013
946,Nevada, Georgia Senate Race,0.17954254925946037,0.16517866308781975
947,Illinois, Georgia Senate Race,0.1377070585467414,0.3369858507236647
948,Florida, Georgia Senate Race,-0.007383123106760619,-0.061507028848207385
949,Kentucky, Georgia Senate Race,0.07618077763319438,7.536968690128842e-05
950,Alabama, Squid Game,0.03753245985136352,0.4135588212694448
951,Alaska, Squid Game,0.3561571122798029,0.5230215496408477
952,Arizona, Squid Game,0.01808620303219669,0.036500101327775245
953,Arkansas, Squid Game,-0.01202987680213489,0.1799274656562397
954,California, Squid Game,-0.03473293659384892,-0.031900983925316935
955,Colorado, Squid Game,0.06245824674712419,0.07227653800749399
956,Connecticut, Squid Game,-0.044836358713080685,-0.07816313010237254
957,Delaware, Squid Game,0.06147299425902546,-0.004803872113990974
958,Georgia, Squid Game,0.02914995586061605,0.46498939779348536
959,Hawaii, Squid Game,0.016183988870936333,0.5974058628852061
960,Idaho, Squid Game,0.2991766637396447,0.6501898003491597
961,Indiana, Squid Game,0.07365368203904797,0.10609277715313109
962,Iowa, Squid Game,0.12366543167062867,0.008962373691575924
963,Kansas, Squid Game,0.0241458875237032,0.04698937778774683
964,Louisiana, Squid Game,-0.04298574297527879,0.14309382542738955
965,Maine, Squid Game,0.2597393753364109,0.16942904526972075
966,Montana, Squid Game,0.3288609663783544,0.3567044244075041
967,Nebraska, Squid Game,0.051136485198153524,0.4615298882237262
968,New Hampshire, Squid Game,0.09017235759277806,-0.027142013755125483
969,New Jersey, Squid Game,-0.0040643521366457765,-0.1123541237623507
970,New Mexico, Squid Game,0.056522146779998866,0.021925850651824834
971,Maryland, Squid Game,0.006663726291010709,-0.05611461148397136
972,Massachusetts, Squid Game,0.003196486063596915,-0.13377270592745397
973,Michigan, Squid Game,0.10092522657305032,-0.014882605777367391
974,North Carolina, Squid Game,0.07038315572104714,0.35984862436195436
975,North Dakota, Squid Game,0.15933484273794624,0.020161158799835755
976,Ohio, Squid Game,0.13673778594978142,0.17476700110171714
977,Oklahoma, Squid Game,0.026506199753314,0.27763093923509713
978,Mississippi, Squid Game,0.0066365195208922005,0.1787373394443412
979,Missouri, Squid Game,-0.0007515332850320623,0.060879675791059296
980,Pennsylvania, Squid Game,0.08958113843667646,0.004373907287336051
981,South Carolina, Squid Game,0.06625536797509955,0.42008240695859916
982,South Dakota, Squid Game,0.06356063068162264,-0.025210767710737422
983,Tennessee, Squid Game,0.06366115961630915,0.15517456264226134
984,Utah, Squid Game,0.06022148576996663,0.267910514411575
985,Vermont, Squid Game,0.07710646878988353,0.2669246209360278
986,Virginia, Squid Game,0.06984215505519682,0.13165331017688714
987,Washington, Squid Game,0.09540853542976181,0.474009186969884
988,Wisconsin, Squid Game,0.09504754893879892,-0.004075051578887723
989,Wyoming, Squid Game,0.2537493773020855,0.38898166629213426
990,Minnesota, Squid Game,0.11817627262196628,0.023099466295880115
991,Texas, Squid Game,0.04515206056868256,0.3477737912837346
992,West Virginia, Squid Game,0.23313975737580322,0.47967808138828627
993,Rhode Island, Squid Game,-0.0176732393462429,-0.13389711162251042
994,Oregon, Squid Game,0.1260384219533069,0.4230314954893376
995,New York, Squid Game,-0.0020739247621127427,-0.09872976118047912
996,Nevada, Squid Game,-0.008883308473980863,0.16804088204009562
997,Illinois, Squid Game,-0.015555786833685971,-0.0928849165559244
998,Florida, Squid Game,-0.019931766993694824,0.4998809579037625
999,Kentucky, Squid Game,0.14748805233939577,0.3320498413338068
1000,Alabama,covid testing near me,0.4950001430789566,0.08109482027954854
1001,Alaska,covid testing near me,0.5208219017339556,0.393914578347175
1002,Arizona,covid testing near me,0.4964088632455219,0.3174850345934816
1003,Arkansas,covid testing near me,0.5566267289627899,0.4145371155440823
1004,California,covid testing near me,0.39328553907310176,-0.00020501626252198167
1005,Colorado,covid testing near me,0.4156686855336874,0.3038803662014147
1006,Connecticut,covid testing near me,0.27080666122416797,-0.1016235308188177
1007,Delaware,covid testing near me,0.3608968738908171,0.09224284718695788
1008,Georgia,covid testing near me,0.3408204410580901,-0.027583792376007166
1009,Hawaii,covid testing near me,0.48234819507836846,0.32695197471011705
1010,Idaho,covid testing near me,0.5453669480897481,0.4097196472553809
1011,Indiana,covid testing near me,0.5265542743115011,0.40948311590915104
1012,Iowa,covid testing near me,0.6135943748705164,0.2785492869360537
1013,Kansas,covid testing near me,0.5225362800981999,0.25148548620042027
1014,Louisiana,covid testing near me,0.4360957422531699,-0.03923813135003327
1015,Maine,covid testing near me,0.5688369095566307,0.4867742177747186
1016,Montana,covid testing near me,0.13576856776575869,0.3607240180122279
1017,Nebraska,covid testing near me,0.3740583387768861,0.3774725698751375
1018,New Hampshire,covid testing near me,0.41741695318603966,0.21826572811732708
1019,New Jersey,covid testing near me,0.47900527635109713,-0.13815079785942985
1020,New Mexico,covid testing near me,0.3958783825713556,0.39325371682143956
1021,Maryland,covid testing near me,0.25226587700591585,-0.03252952287263485
1022,Massachusetts,covid testing near me,0.5519321623917968,-0.028975809391725983
1023,Michigan,covid testing near me,0.6029934421524681,0.2825361967203622
1024,North Carolina,covid testing near me,0.51535737416571,0.1957551513466566
1025,North Dakota,covid testing near me,0.3962871836072957,0.37987642328972854
1026,Ohio,covid testing near me,0.49305324956663754,0.5543626619853244
1027,Oklahoma,covid testing near me,0.13345741982972095,0.05898492094227447
1028,Mississippi,covid testing near me,0.5652991319099209,0.1713628258926755
1029,Missouri,covid testing near me,0.6738729166165498,0.2948400743650944
1030,Pennsylvania,covid testing near me,0.3884543301458358,0.2514392424342866
1031,South Carolina,covid testing near me,0.46474010722972176,0.17653962584616123
1032,South Dakota,covid testing near me,0.5975333698959966,0.40716710862269434
1033,Tennessee,covid testing near me,0.3860916781596101,0.4749689601287229
1034,Utah,covid testing near me,0.5461290458005003,0.5347253764459782
1035,Vermont,covid testing near me,0.3782050141927123,0.4442150062023727
1036,Virginia,covid testing near me,0.3451420176550702,0.030695891029170554
1037,Washington,covid testing near me,0.42849106986875674,0.268412177928617
1038,Wisconsin,covid testing near me,0.4846358172759927,0.4706512123974961
1039,Wyoming,covid testing near me,0.6903364118320341,0.44796034990553946
1040,Minnesota,covid testing near me,0.35559371572444304,0.43313679187059373
1041,Texas,covid testing near me,0.3472322615170196,0.059140078627052985
1042,West Virginia,covid testing near me,0.4465302612102225,0.3725525726826415
1043,Rhode Island,covid testing near me,0.30653650458708875,0.05947205532954543
1044,Oregon,covid testing near me,0.508762758016886,0.4346783393906469
1045,New York,covid testing near me,0.5139545322307185,-0.17471969802264886
1046,Nevada,covid testing near me,0.18082960386080288,0.08491171126513078
1047,Illinois,covid testing near me,0.4128325895415936,0.0854632295914229
1048,Florida,covid testing near me,0.3569260824470398,0.011444865305495313
1049,Kentucky,covid testing near me,0.4828071381534727,0.20426656571811247
1050,Alabama,covid vaccine near me,0.2696000424131477,-0.01653309925477477
1051,Alaska,covid vaccine near me,0.23313916827167658,-0.0021796772080128887
1052,Arizona,covid vaccine near me,0.2638315572342633,0.06390769897891425
1053,Arkansas,covid vaccine near me,0.36840411344663354,0.043847678590353614
1054,California,covid vaccine near me,0.39069446388111023,0.007443383175870202
1055,Colorado,covid vaccine near me,0.41649001525474866,-0.00821879329536701
1056,Connecticut,covid vaccine near me,0.4249313849722534,-0.02594715756956634
1057,Delaware,covid vaccine near me,0.4156976243479793,0.23405416636345114
1058,Georgia,covid vaccine near me,0.3881522336622818,-0.008746863829523863
1059,Hawaii,covid vaccine near me,0.3800296882341945,0.011066720336276587
1060,Idaho,covid vaccine near me,0.10521240907022611,-0.01822584999216925
1061,Indiana,covid vaccine near me,0.3032959251229227,0.11158649199716764
1062,Iowa,covid vaccine near me,0.20535900844561994,0.00680706443886952
1063,Kansas,covid vaccine near me,0.25785806906910996,-0.015019769217842581
1064,Louisiana,covid vaccine near me,0.4276668642831714,-0.02628165424538247
1065,Maine,covid vaccine near me,0.24057680167420742,0.17591542327529205
1066,Montana,covid vaccine near me,0.10869838727856831,-0.021736789797390417
1067,Nebraska,covid vaccine near me,0.2523828694395628,0.08174704759842827
1068,New Hampshire,covid vaccine near me,0.3513336786097406,0.04911528946715285
1069,New Jersey,covid vaccine near me,0.3744413640719026,-0.011324144903157697
1070,New Mexico,covid vaccine near me,0.226763782221438,0.0681996089093727
1071,Maryland,covid vaccine near me,0.39668420409831984,0.15342909159155876
1072,Massachusetts,covid vaccine near me,0.4020579436580109,-0.040598888574008674
1073,Michigan,covid vaccine near me,0.3095958623719102,0.06639530711380041
1074,North Carolina,covid vaccine near me,0.33057211830797206,-0.021643734777720035
1075,North Dakota,covid vaccine near me,0.15501537630946455,-0.0899731205613445
1076,Ohio,covid vaccine near me,0.27653231349969926,0.12226432939039256
1077,Oklahoma,covid vaccine near me,0.2532430242383611,0.051274126037633434
1078,Mississippi,covid vaccine near me,0.3433339819179923,-0.006403254372927875
1079,Missouri,covid vaccine near me,0.33555781572911536,0.0555552566307243
1080,Pennsylvania,covid vaccine near me,0.37076779981431734,0.09078339304260936
1081,South Carolina,covid vaccine near me,0.3792574340973768,0.011120536687620489
1082,South Dakota,covid vaccine near me,0.25994066426793133,-0.06334526844313941
1083,Tennessee,covid vaccine near me,0.12124146337084317,-0.06444991910205483
1084,Utah,covid vaccine near me,0.33474026566203163,0.11605608521366342
1085,Vermont,covid vaccine near me,0.43371285095477485,0.0650312788031165
1086,Virginia,covid vaccine near me,0.37172742433304107,-0.018774846038105985
1087,Washington,covid vaccine near me,0.3408598188443568,0.06128224528794065
1088,Wisconsin,covid vaccine near me,0.2613902545390815,0.02025539090472434
1089,Wyoming,covid vaccine near me,0.18335676006333948,0.025174040030825625
1090,Minnesota,covid vaccine near me,0.20209129953872387,0.007098090464076856
1091,Texas,covid vaccine near me,0.35420238913563534,0.009291026287047451
1092,West Virginia,covid vaccine near me,0.25730813559643273,0.01833000851231699
1093,Rhode Island,covid vaccine near me,0.42594188815007245,-0.05282037180155968
1094,Oregon,covid vaccine near me,0.38596291708651087,0.08568944683389508
1095,New York,covid vaccine near me,0.38585378292284994,-0.01008626555126058
1096,Nevada,covid vaccine near me,0.22752340589996625,0.02816539946418035
1097,Illinois,covid vaccine near me,0.3329179037486942,-0.007937337151758261
1098,Florida,covid vaccine near me,0.46285961462473907,-0.0010853591332493002
1099,Kentucky,covid vaccine near me,0.2595824397892233,0.069882069278957
1100,Alabama,rapid covid test,0.45204408128166373,0.07430602559352335
1101,Alaska,rapid covid test,0.29243404491798275,0.2573606383898623
1102,Arizona,rapid covid test,0.45700241113900647,0.30457657661464194
1103,Arkansas,rapid covid test,0.48195153320629863,0.5156324717632116
1104,California,rapid covid test,,
1105,Colorado,rapid covid test,,
1106,Connecticut,rapid covid test,,
1107,Delaware,rapid covid test,,
1108,Georgia,rapid covid test,,
1109,Hawaii,rapid covid test,,
1110,Idaho,rapid covid test,,
1111,Indiana,rapid covid test,0.5399237322720392,0.39042524885193025
1112,Iowa,rapid covid test,0.6170751113004393,0.3374075377779286
1113,Kansas,rapid covid test,0.4926501557882823,0.2930795941527315
1114,Louisiana,rapid covid test,,
1115,Maine,rapid covid test,,
1116,Montana,rapid covid test,,
1117,Nebraska,rapid covid test,,
1118,New Hampshire,rapid covid test,0.5050039778108498,0.26804559540138884
1119,New Jersey,rapid covid test,0.4233319479547438,-0.21898409873377647
1120,New Mexico,rapid covid test,0.4078707210379393,0.40508083708413944
1121,Maryland,rapid covid test,0.21356491531759292,-0.0743175734162413
1122,Massachusetts,rapid covid test,0.5218387425265918,-0.09094294528665615
1123,Michigan,rapid covid test,0.5969333206714225,0.3546150999560516
1124,North Carolina,rapid covid test,0.4075256499221855,0.21178241135224876
1125,North Dakota,rapid covid test,0.3492877180641871,0.27476631747308267
1126,Ohio,rapid covid test,0.5474036217112686,0.5596109937880698
1127,Oklahoma,rapid covid test,0.15207052014258626,0.10731623528412462
1128,Mississippi,rapid covid test,,
1129,Missouri,rapid covid test,,
1130,Pennsylvania,rapid covid test,,
1131,South Carolina,rapid covid test,0.4427482724943754,0.18721262689290916
1132,South Dakota,rapid covid test,0.5042603797803822,0.35703058903063173
1133,Tennessee,rapid covid test,0.42151816557560773,0.4522732035736119
1134,Utah,rapid covid test,0.46116197956702093,0.6272326971314193
1135,Vermont,rapid covid test,0.4938809038694024,0.49735804590367955
1136,Virginia,rapid covid test,0.31570650764747005,0.0381159791775118
1137,Washington,rapid covid test,0.39873020558424954,0.30551359529680966
1138,Wisconsin,rapid covid test,0.44444871429943233,0.4308134290298511
1139,Wyoming,rapid covid test,0.5084838102990854,0.444563768301738
1140,Minnesota,rapid covid test,0.3357380875076442,0.3700226457344672
1141,Texas,rapid covid test,0.3658401380901694,0.1526156947663564
1142,West Virginia,rapid covid test,0.540576181086085,0.4363144489021088
1143,Rhode Island,rapid covid test,0.23573430138417203,-0.019867123046252544
1144,Oregon,rapid covid test,,
1145,New York,rapid covid test,,
1146,Nevada,rapid covid test,,
1147,Illinois,rapid covid test,,
1148,Florida,rapid covid test,,
1149,Kentucky,rapid covid test,0.5020584629514846,0.2707771267598829
1150,Alabama,rapid covid testing,0.4420835610470182,0.1327725425844041
1151,Alaska,rapid covid testing,0.26382683244381583,0.25731118087253946
1152,Arizona,rapid covid testing,0.42309758097505384,0.28223101924214344
1153,Arkansas,rapid covid testing,0.4487246473966402,0.49152762706623354
1154,California,rapid covid testing,0.3389206218607388,-0.01744687544028271
1155,Colorado,rapid covid testing,0.40233879980816106,0.30339438634793253
1156,Connecticut,rapid covid testing,0.15299247136312008,-0.15716630818297678
1157,Delaware,rapid covid testing,0.3271859900765311,0.07865373992643489
1158,Georgia,rapid covid testing,0.34872502978984715,0.04065387734345199
1159,Hawaii,rapid covid testing,0.34661830348148176,0.32299934356859145
1160,Idaho,rapid covid testing,0.4911357065026242,0.4446959674424388
1161,Indiana,rapid covid testing,0.49810026680200675,0.41785720737966603
1162,Iowa,rapid covid testing,0.5624862353250007,0.37999283318661137
1163,Kansas,rapid covid testing,0.44771258539537917,0.4035715591054196
1164,Louisiana,rapid covid testing,0.39635802450931645,-0.027966374375847747
1165,Maine,rapid covid testing,0.3226080069058493,0.2698994109089892
1166,Montana,rapid covid testing,0.21197367665640318,0.4847600985868675
1167,Nebraska,rapid covid testing,0.3459157331956336,0.3985818559953522
1168,New Hampshire,rapid covid testing,0.40757632323054344,0.1751674429811365
1169,New Jersey,rapid covid testing,0.32118080052572495,-0.22609288407872252
1170,New Mexico,rapid covid testing,0.34846095227648455,0.43203821775920753
1171,Maryland,rapid covid testing,,
1172,Massachusetts,rapid covid testing,,
1173,Michigan,rapid covid testing,,
1174,North Carolina,rapid covid testing,0.3526835316905645,0.22737926313531562
1175,North Dakota,rapid covid testing,0.3560012134521572,0.41510675101531375
1176,Ohio,rapid covid testing,0.4650993220251949,0.5327837547300416
1177,Oklahoma,rapid covid testing,0.16915899835889503,0.10206426841920022
1178,Mississippi,rapid covid testing,0.5379029813228096,0.26695138582118666
1179,Missouri,rapid covid testing,0.5009433554293261,0.2721498043533956
1180,Pennsylvania,rapid covid testing,0.3511801796109285,0.2118448539189298
1181,South Carolina,rapid covid testing,,
1182,South Dakota,rapid covid testing,,
1183,Tennessee,rapid covid testing,,
1184,Utah,rapid covid testing,0.44915848068798137,0.6418261357993895
1185,Vermont,rapid covid testing,0.3146131043612195,0.40353006706688915
1186,Virginia,rapid covid testing,0.2483971285541504,0.01926062656710116
1187,Washington,rapid covid testing,0.32911702140180094,0.28194619096727
1188,Wisconsin,rapid covid testing,0.40962260952829305,0.48697792340820223
1189,Wyoming,rapid covid testing,0.474946991204655,0.4621025470949771
1190,Minnesota,rapid covid testing,0.34458925374046884,0.4126401100497349
1191,Texas,rapid covid testing,0.35291535608583363,0.16252147582480608
1192,West Virginia,rapid covid testing,0.4801845485198586,0.4257993639194013
1193,Rhode Island,rapid covid testing,0.15454887654414975,0.054802038133787784
1194,Oregon,rapid covid testing,0.46369425907236533,0.5649101845303699
1195,New York,rapid covid testing,0.36643784493401454,-0.20355393000710614
1196,Nevada,rapid covid testing,0.1497190500748615,0.1223469854468806
1197,Illinois,rapid covid testing,0.3455455562113516,0.030428519628963934
1198,Florida,rapid covid testing,0.284601009544645,0.11347307996303489
1199,Kentucky,rapid covid testing,0.43088035548477444,0.2188725973190752
1200,Alabama,cvs covid testing,0.5028902499371722,-0.019546877926421354
1201,Alaska,cvs covid testing,0.04313624113468801,-0.07111274864870736
1202,Arizona,cvs covid testing,0.3493911831941904,0.2323267928449038
1203,Arkansas,cvs covid testing,0.5337421620496546,0.271798008115409
1204,California,cvs covid testing,0.3093188675236624,-0.0012315188756549995
1205,Colorado,cvs covid testing,0.3542026001021246,0.31860346683099394
1206,Connecticut,cvs covid testing,0.2918928859980999,-0.12171115637818089
1207,Delaware,cvs covid testing,0.2680013472218382,0.007066440435607167
1208,Georgia,cvs covid testing,0.3592969876092907,-0.024758165811840472
1209,Hawaii,cvs covid testing,0.21730455574704274,0.2537829397367399
1210,Idaho,cvs covid testing,0.16023298706888725,0.08112988476250686
1211,Indiana,cvs covid testing,0.5742044277514754,0.4549268231682701
1212,Iowa,cvs covid testing,0.37951844513295596,0.2673129150174176
1213,Kansas,cvs covid testing,0.4828941731767335,0.26131835954990745
1214,Louisiana,cvs covid testing,0.4113736805799236,-0.06620971483776658
1215,Maine,cvs covid testing,0.5616020723760572,0.498907258999165
1216,Montana,cvs covid testing,0.13466885771615694,0.35585074119084836
1217,Nebraska,cvs covid testing,0.3518305991842323,0.2996159784962206
1218,New Hampshire,cvs covid testing,0.46112409496059603,0.2736527864659981
1219,New Jersey,cvs covid testing,0.47870614803411654,-0.1082313849568223
1220,New Mexico,cvs covid testing,0.45973299381100236,0.45987622119914173
1221,Maryland,cvs covid testing,0.2479162447366168,-0.03226251147041712
1222,Massachusetts,cvs covid testing,0.551852681167117,-0.03218028272302576
1223,Michigan,cvs covid testing,0.5364893865369825,0.3193498051471086
1224,North Carolina,cvs covid testing,0.4923567148303722,0.14222899336348285
1225,North Dakota,cvs covid testing,0.3820568041164952,0.39440100766801295
1226,Ohio,cvs covid testing,0.5899442694662129,0.6349502996833493
1227,Oklahoma,cvs covid testing,0.16782212094559004,0.12245502774935496
1228,Mississippi,cvs covid testing,0.5660216118617395,0.20967210143829498
1229,Missouri,cvs covid testing,0.49952592965676496,0.30942082073600014
1230,Pennsylvania,cvs covid testing,0.4147305269680856,0.28983394168945753
1231,South Carolina,cvs covid testing,0.4903597925676733,0.17809986781230425
1232,South Dakota,cvs covid testing,0.39582663845923705,0.24378859888143578
